date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
19811115,Poland,Malta,6,0,FIFA World Cup qualification,Wrocław,Poland,FALSE
19811115,Sudan,Uganda,2,2,CECAFA Cup,Dodoma,Tanzania,TRUE
19811115,Tanzania,Zanzibar,3,1,CECAFA Cup,Dodoma,Tanzania,FALSE
19811115,Thailand,Malaysia,2,0,King's Cup,Bangkok,Thailand,FALSE
19811116,Honduras,El Salvador,0,0,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
19811117,Kenya,Zanzibar,2,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE
19811117,Pakistan,Singapore,1,0,King's Cup,Bangkok,Thailand,TRUE
19811117,Sudan,Zimbabwe,0,0,CECAFA Cup,Dodoma,Tanzania,TRUE
19811117,Tanzania,Malawi,2,2,CECAFA Cup,Dar es Salaam,Tanzania,FALSE
19811117,Uganda,Zambia,3,1,CECAFA Cup,Dodoma,Tanzania,TRUE
19811118,England,Hungary,1,0,FIFA World Cup qualification,London,England,FALSE
19811118,France,Netherlands,2,0,FIFA World Cup qualification,Paris,France,FALSE
19811118,Germany,Albania,8,0,FIFA World Cup qualification,Dortmund,Germany,FALSE
19811118,Northern Ireland,Israel,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
19811118,Poland,Spain,2,3,Friendly,Łodź,Poland,FALSE
19811118,Portugal,Scotland,2,1,FIFA World Cup qualification,Lisbon,Portugal,FALSE
19811118,Russia,Wales,3,0,FIFA World Cup qualification,Tbilisi,Soviet Union,TRUE
19811119,China,Saudi Arabia,2,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,TRUE
19811119,El Salvador,Haiti,1,0,FIFA World Cup qualification,Tegucigalpa,Honduras,TRUE
19811119,Zambia,Zimbabwe,1,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE
19811120,Malawi,Zanzibar,4,1,CECAFA Cup,Dodoma,Tanzania,TRUE
19811120,Tanzania,Kenya,1,0,CECAFA Cup,Dodoma,Tanzania,FALSE
19811121,Cuba,Canada,2,2,FIFA World Cup qualification,Tegucigalpa,Honduras,TRUE
19811121,Sudan,Zambia,0,2,CECAFA Cup,Dar es Salaam,Tanzania,TRUE
19811121,Yugoslavia,Luxembourg,5,0,FIFA World Cup qualification,Novi Sad,Yugoslavia,FALSE
19811122,Germany,Bulgaria,4,0,FIFA World Cup qualification,Dusseldorf,Germany,FALSE
19811122,Honduras,Mexico,0,0,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
19811124,Kenya,Uganda,3,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE
19811124,Tanzania,Zambia,2,1,CECAFA Cup,Dodoma,Tanzania,FALSE
19811127,Uganda,Zambia,0,1,CECAFA Cup,Dodoma,Tanzania,TRUE
19811128,New Zealand,Saudi Arabia,2,2,FIFA World Cup qualification,Auckland,New Zealand,FALSE
19811128,Tanzania,Kenya,0,1,CECAFA Cup,Dar es Salaam,Tanzania,FALSE
19811129,Cameroon,Morocco,2,1,FIFA World Cup qualification,Yaounde,Cameroon,FALSE
19811129,Czechoslovakia,Russia,1,1,FIFA World Cup qualification,Bratislava,Czechoslovakia,FALSE
19811129,Greece,Yugoslavia,1,2,FIFA World Cup qualification,Piraeus,Greece,FALSE
19811130,Kuwait,China,1,0,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE
19811205,France,Cyprus,4,0,FIFA World Cup qualification,Paris,France,FALSE
19811205,Italy,Luxembourg,1,0,FIFA World Cup qualification,Naples,Italy,FALSE
19811207,Kuwait,Saudi Arabia,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE
19811214,Kuwait,New Zealand,2,2,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE
19811216,Bulgaria,Portugal,5,2,Friendly,Haskovo,Bulgaria,FALSE
19811216,Spain,Belgium,2,0,Friendly,Valencia,Spain,FALSE
19811219,Saudi Arabia,New Zealand,0,5,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE
19811229,United Arab Emirates,Tunisia,1,4,Friendly,al-Ain,United Arab Emirates,FALSE
19820110,China,New Zealand,1,2,FIFA World Cup qualification,Kallang,Singapore,TRUE
19820117,Cameroon,Congo,2,1,Friendly,Yaounde,Cameroon,FALSE
19820117,Ethiopia,Tanzania,0,2,Friendly,Addis Abeba,Ethiopia,FALSE
19820117,Singapore,Bahrain,2,0,Friendly,Kallang,Singapore,FALSE
19820119,Ethiopia,Tanzania,0,0,Friendly,Addis Abeba,Ethiopia,FALSE
19820120,Greece,Portugal,1,2,Friendly,Athens,Greece,FALSE
19820124,Benin,Mali,2,3,Friendly,Cotonou,Benin,FALSE
19820124,Burkina Faso,Senegal,0,0,Friendly,Bobo Dioulasso,Upper Volta,FALSE
19820126,Brazil,German DR,3,1,Friendly,Natal,Brazil,FALSE
19820131,Senegal,Benin,1,0,Friendly,Dakar,Senegal,FALSE
19820205,Libya,Guinea,3,0,Friendly,Tripoli,Libya,FALSE
19820206,Mali,Niger,2,2,Friendly,Bamako,Mali,FALSE
19820207,Tunisia,Algeria,0,1,Friendly,Tunis,Tunisia,FALSE
19820210,Greece,German DR,0,1,Friendly,Athens,Greece,FALSE
19820211,Cape Verde,Gambia,2,0,Amilcar Cabral Cup,Praia,Cape Verde,FALSE
19820211,Guinea,Senegal,1,1,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820211,Guinea-Bissau,Sierra Leone,1,2,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820211,Mali,Mauritania,4,0,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820211,New Zealand,Hungary,1,2,Friendly,Auckland,New Zealand,FALSE
19820213,Benin,Ghana,0,4,West African Cup,Cotonou,Benin,FALSE
19820213,Cape Verde,Mali,1,0,Amilcar Cabral Cup,Praia,Cape Verde,FALSE
19820213,Gambia,Mauritania,3,1,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820213,Guinea,Sierra Leone,1,0,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820213,Guinea-Bissau,Senegal,0,1,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820213,Liberia,Togo,0,1,West African Cup,Cotonou,Benin,TRUE
19820214,Ethiopia,Uganda,1,2,Friendly,Addis Abeba,Ethiopia,FALSE
19820214,New Zealand,Hungary,1,2,Friendly,Christchurch,New Zealand,FALSE
19820215,Benin,Niger,2,0,West African Cup,Cotonou,Benin,FALSE
19820215,Cape Verde,Mauritania,1,2,Amilcar Cabral Cup,Praia,Cape Verde,FALSE
19820215,Gambia,Mali,1,1,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820215,Ghana,Ivory Coast,5,5,West African Cup,Cotonou,Benin,TRUE
19820215,Guinea-Bissau,Guinea,0,0,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820215,Liberia,Burkina Faso,1,2,West African Cup,Cotonou,Benin,TRUE
19820215,Senegal,Sierra Leone,2,0,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820216,Bangladesh,Nepal,1,1,Friendly,Karachi,Pakistan,TRUE
19820216,India,China,1,1,Nehru Cup,Calcutta,India,FALSE
19820217,Benin,Ivory Coast,3,3,West African Cup,Cotonou,Benin,FALSE
19820217,Cape Verde,Guinea,0,1,Amilcar Cabral Cup,Praia,Cape Verde,FALSE
19820217,Germany,Portugal,3,1,Friendly,Hanover,Germany,FALSE
19820217,Ghana,Niger,2,2,West African Cup,Cotonou,Benin,TRUE
19820217,Mali,Senegal,0,1,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820217,Nepal,Oman,0,1,Friendly,Karachi,Pakistan,TRUE
19820217,Togo,Burkina Faso,2,1,West African Cup,Cotonou,Benin,TRUE
19820218,Ethiopia,Uganda,1,0,Friendly,Asmara,Ethiopia,FALSE
19820218,India,Korea Republic,2,2,Nehru Cup,Calcutta,India,FALSE
19820218,Zambia,Botswana,2,0,Friendly,Lusaka,Zambia,FALSE
19820219,Bangladesh,Oman,1,3,Friendly,Karachi,Pakistan,TRUE
19820219,Cape Verde,Mali,1,2,Amilcar Cabral Cup,Praia,Cape Verde,FALSE
19820219,Ghana,Burkina Faso,1,0,West African Cup,Cotonou,Benin,TRUE
19820219,Guinea,Senegal,3,0,Amilcar Cabral Cup,Praia,Cape Verde,TRUE
19820219,Ivory Coast,Niger,1,1,West African Cup,Cotonou,Benin,TRUE
19820219,Libya,Qatar,2,1,Friendly,Tripoli,Libya,FALSE
19820220,Finland,Sweden,2,2,Friendly,Lahti,Finland,FALSE
19820220,Korea Republic,Uruguay,2,2,Nehru Cup,Calcutta,India,TRUE
19820221,Finland,Sweden,2,1,Friendly,Lahti,Finland,FALSE
19820221,Ivory Coast,Togo,1,1,West African Cup,Cotonou,Benin,TRUE
19820222,China,Uruguay,0,0,Nehru Cup,Calcutta,India,TRUE
19820222,Ivory Coast,Burkina Faso,1,1,West African Cup,Cotonou,Benin,TRUE
19820223,England,Northern Ireland,4,0,British Championship,London,England,FALSE
19820223,France,Italy,2,0,Friendly,Paris,France,FALSE
19820223,Ghana,Togo,2,1,West African Cup,Cotonou,Benin,TRUE
19820224,Spain,Scotland,3,0,Friendly,Valencia,Spain,FALSE
19820225,India,Uruguay,1,3,Nehru Cup,Calcutta,India,FALSE
19820301,China,Korea Republic,1,1,Nehru Cup,Calcutta,India,TRUE
19820301,United Arab Emirates,Honduras,0,1,Friendly,Abu Dhabi,United Arab Emirates,FALSE
19820302,Iraq,German DR,0,0,Friendly,Baghdad,Iraq,FALSE
19820303,Brazil,Czechoslovakia,1,1,Friendly,Sao Paulo,Brazil,FALSE
19820303,United Arab Emirates,Honduras,0,0,Friendly,Abu Dhabi,United Arab Emirates,FALSE
19820304,China,Uruguay,0,2,Nehru Cup,Calcutta,India,TRUE
19820305,Cameroon,Tunisia,1,1,African Cup of Nations,Tripoli,Libya,TRUE
19820305,Libya,Ghana,2,2,African Cup of Nations,Tripoli,Libya,FALSE
19820306,Iran,Korea DPR,2,0,Friendly,Teheran,Iran,FALSE
19820307,Algeria,Zambia,1,0,African Cup of Nations,Benghazi,Libya,TRUE
19820307,Ethiopia,Nigeria,0,3,African Cup of Nations,Benghazi,Libya,TRUE
19820307,Iraq,Korea Republic,3,0,Friendly,Baghdad,Iraq,FALSE
19820309,Argentina,Czechoslovakia,0,0,Friendly,Mar del Plata,Argentina,FALSE
19820309,Cameroon,Ghana,0,0,African Cup of Nations,Tripoli,Libya,TRUE
19820309,Libya,Tunisia,2,0,African Cup of Nations,Tripoli,Libya,FALSE
19820309,Liechtenstein,Switzerland,0,1,Friendly,Balzers,Liechtenstein,FALSE
19820310,Algeria,Nigeria,2,1,African Cup of Nations,Benghazi,Libya,TRUE
19820310,Ethiopia,Zambia,0,1,African Cup of Nations,Benghazi,Libya,TRUE
19820310,Greece,Russia,0,2,Friendly,Athens,Greece,FALSE
19820310,Iraq,Korea Republic,1,1,Friendly,Baghdad,Iraq,FALSE
19820310,United Arab Emirates,Singapore,3,0,Friendly,Abu Dhabi,United Arab Emirates,FALSE
19820312,Ghana,Tunisia,1,0,African Cup of Nations,Tripoli,Libya,TRUE
19820312,Libya,Cameroon,0,0,African Cup of Nations,Tripoli,Libya,FALSE
19820312,United Arab Emirates,Singapore,5,3,Friendly,Abu Dhabi,United Arab Emirates,FALSE
19820313,Algeria,Ethiopia,0,0,African Cup of Nations,Benghazi,Libya,TRUE
19820313,Nigeria,Zambia,0,3,African Cup of Nations,Benghazi,Libya,TRUE
19820314,Kuwait,Iceland,0,0,Friendly,Kuwait City,Kuwait,FALSE
19820316,Algeria,Ghana,2,3,African Cup of Nations,Benghazi,Libya,TRUE
19820316,Libya,Zambia,2,1,African Cup of Nations,Tripoli,Libya,FALSE
19820318,Algeria,Zambia,0,2,African Cup of Nations,Tripoli,Libya,TRUE
19820319,Libya,Ghana,1,1,African Cup of Nations,Tripoli,Libya,FALSE
19820319,United Arab Emirates,Qatar,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE
19820320,Bahrain,Kuwait,0,2,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820320,Iraq,Oman,4,0,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820321,Brazil,Germany,1,0,Friendly,Rio de Janeiro,Brazil,FALSE
19820321,Korea Republic,Japan,3,0,Friendly,Seoul,Korea Republic,FALSE
19820321,Trinidad and Tobago,USA,1,2,Friendly,Port of Spain,Trinidad and Tobago,FALSE
19820321,United Arab Emirates,Saudi Arabia,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE
19820322,Oman,Qatar,0,3,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820323,Chile,Peru,2,1,Friendly,Santiago,Chile,FALSE
19820323,Scotland,Netherlands,2,1,Friendly,Glasgow,Scotland,FALSE
19820324,Argentina,Germany,1,1,Friendly,Buenos Aires,Argentina,FALSE
19820324,Belgium,Romania,4,1,Friendly,Brussels,Belgium,FALSE
19820324,Czechoslovakia,Greece,2,1,Friendly,Prague,Czechoslovakia,FALSE
19820324,France,Northern Ireland,4,0,Friendly,Paris,France,FALSE
19820324,Hungary,Austria,2,3,Friendly,Budapest,Hungary,FALSE
19820324,Iraq,Saudi Arabia,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820324,Spain,Wales,1,1,Friendly,Valencia,Spain,FALSE
19820324,Switzerland,Portugal,2,1,Friendly,Lugano,Switzerland,FALSE
19820324,United Arab Emirates,Kuwait,0,2,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE
19820325,Bahrain,Oman,4,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820326,Iraq,Qatar,2,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820326,Saudi Arabia,Kuwait,0,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820327,United Arab Emirates,Bahrain,2,3,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE
19820329,Kuwait,Oman,2,0,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820329,Saudi Arabia,Qatar,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820330,Peru,Chile,1,0,Copa del Pacifico,Lima,Peru,FALSE
19820331,Bahrain,Qatar,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820331,Saudi Arabia,Oman,3,0,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820401,Nepal,Bhutan,3,1,Friendly,Kathmandu,Nepal,FALSE
19820402,Bahrain,Saudi Arabia,2,2,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820402,United Arab Emirates,Oman,3,1,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE
19820404,Kuwait,Qatar,1,2,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE
19820407,India,Thailand,1,1,Friendly,Kathmandu,Nepal,TRUE
19820414,Argentina,Russia,1,1,Friendly,Buenos Aires,Argentina,FALSE
19820414,Bulgaria,Romania,1,2,Friendly,Ruse,Bulgaria,FALSE
19820414,German DR,Italy,1,0,Friendly,Leipzig,German DR,FALSE
19820414,Germany,Czechoslovakia,2,1,Friendly,Cologne,Germany,FALSE
19820414,Netherlands,Greece,1,0,Friendly,Eindhoven,Netherlands,FALSE
19820418,El Salvador,Honduras,3,2,Friendly,San Salvador,El Salvador,FALSE
19820418,Hungary,Peru,1,2,Friendly,Budapest,Hungary,FALSE
19820419,Nepal,Thailand,1,0,Friendly,Kathmandu,Nepal,FALSE
19820422,Honduras,El Salvador,1,1,Friendly,San Pedro Sula,Honduras,FALSE
19820425,Algeria,Peru,1,1,Friendly,Algiers,Algeria,FALSE
19820427,Wales,England,0,1,British Championship,Cardiff,Wales,FALSE
19820428,Algeria,Ireland,2,0,Friendly,Algiers,Algeria,FALSE
19820428,Austria,Czechoslovakia,2,1,Friendly,Vienna,Austria,FALSE
19820428,Belgium,Bulgaria,2,1,Friendly,Brussels,Belgium,FALSE
19820428,France,Peru,0,1,Friendly,Paris,France,FALSE
19820428,Northern Ireland,Scotland,1,1,British Championship,Belfast,Northern Ireland,FALSE
19820428,Norway,Finland,1,1,Nordic Championship,Stavanger,Norway,FALSE
19820428,Spain,Switzerland,2,0,Friendly,Valencia,Spain,FALSE
19820501,Cameroon,Senegal,2,1,Friendly,Douala,Cameroon,FALSE
19820501,Romania,Cyprus,3,1,UEFA Euro qualification,Hunedoara,Romania,FALSE
19820501,Thailand,Singapore,1,1,King's Cup,Bangkok,Thailand,FALSE
19820502,Cameroon,Guinea,1,1,Friendly,Yaounde,Cameroon,FALSE
19820504,Ghana,Senegal,0,0,Friendly,Yaounde,Cameroon,TRUE
19820505,Argentina,Bulgaria,2,1,Friendly,Buenos Aires,Argentina,FALSE
19820505,Brazil,Portugal,3,1,Friendly,Sao Luis,Brazil,FALSE
19820505,Cameroon,Ghana,0,0,Friendly,Yaounde,Cameroon,FALSE
19820505,Denmark,Sweden,1,1,Nordic Championship,Copenhagen,Denmark,FALSE
19820505,Guinea,Senegal,1,1,Friendly,Yaounde,Cameroon,TRUE
19820505,Korea Republic,Malaysia,5,0,King's Cup,Bangkok,Thailand,TRUE
19820505,Nepal,Singapore,0,2,King's Cup,Bangkok,Thailand,TRUE
19820505,Russia,German DR,1,0,Friendly,Moscow,Soviet Union,FALSE
19820506,Philippines,Singapore,0,1,King's Cup,Bangkok,Thailand,TRUE
19820507,Ghana,Guinea,0,0,Friendly,Yaounde,Cameroon,TRUE
19820508,Trinidad and Tobago,Bermuda,2,2,Friendly,Arima,Trinidad and Tobago,FALSE
19820509,Macau,Hong Kong,1,0,Friendly,Macau,Macau,FALSE
19820509,Thailand,Korea Republic,0,3,King's Cup,Bangkok,Thailand,FALSE
19820512,Argentina,Romania,1,0,Friendly,Rosario,Argentina,FALSE
19820512,Morocco,Senegal,2,1,Friendly,Casablanca,Morocco,FALSE
19820512,Norway,Germany,2,4,Friendly,Oslo,Norway,FALSE
19820512,Trinidad and Tobago,Bermuda,4,2,Friendly,Port of Spain,Trinidad and Tobago,FALSE
19820513,Thailand,Singapore,1,0,King's Cup,Bangkok,Thailand,FALSE
19820515,Barbados,Bermuda,2,1,Friendly,Bridgetown,Barbados,FALSE
19820515,Thailand,Singapore,2,2,King's Cup,Bangkok,Thailand,FALSE
19820517,Barbados,Bermuda,0,0,Friendly,Bridgetown,Barbados,FALSE
19820517,Thailand,Korea Republic,0,0,King's Cup,Bangkok,Thailand,FALSE
19820519,Austria,Denmark,1,0,Friendly,Vienna,Austria,FALSE
19820519,Brazil,Switzerland,1,1,Friendly,Recife,Brazil,FALSE
19820519,Sweden,German DR,2,2,Friendly,Halmstad,Sweden,FALSE
19820521,Chile,Ireland,1,0,Friendly,Santiago,Chile,FALSE
19820524,Scotland,Wales,1,0,British Championship,Glasgow,Scotland,FALSE
19820525,England,Netherlands,2,0,Friendly,London,England,FALSE
19820527,Brazil,Ireland,7,0,Friendly,Uberlandia,Brazil,FALSE
19820527,Denmark,Belgium,1,0,Friendly,Copenhagen,Denmark,FALSE
19820527,Wales,Northern Ireland,3,0,British Championship,Wrexham,Wales,FALSE
19820528,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,FALSE
19820529,Scotland,England,0,1,British Championship,Glasgow,Scotland,FALSE
19820530,Trinidad and Tobago,Ireland,2,1,Friendly,Arima,Trinidad and Tobago,FALSE
19820602,France,Wales,0,1,Friendly,Toulouse,France,FALSE
19820602,Iceland,England,1,1,Friendly,Reykjavik,Iceland,FALSE
19820602,Japan,Singapore,2,0,Kirin Cup,Hiroshima,Japan,FALSE
19820603,Finland,England,1,4,Friendly,Helsinki,Finland,FALSE
19820603,Sweden,Russia,1,1,Friendly,Solna,Sweden,FALSE
19820605,Malta,Iceland,2,1,UEFA Euro qualification,Messina,Italy,TRUE
19820606,Liechtenstein,China,2,0,Friendly,Vaduz,Liechtenstein,FALSE
19820606,Zimbabwe,Uganda,2,1,Friendly,Bulawayo,Zimbabwe,FALSE
19820609,Korea Republic,India,1,0,Korea Cup,Busan,Korea Republic,FALSE
19820610,Malaysia,Thailand,1,1,Korea Cup,Busan,Korea Republic,TRUE
19820611,Korea Republic,Bahrain,3,0,Korea Cup,Gwangju,Korea Republic,FALSE
19820613,Argentina,Belgium,0,1,FIFA World Cup,Barcelona,Spain,TRUE
19820613,Bahrain,India,0,0,Korea Cup,Incheon,Korea Republic,TRUE
19820613,Zimbabwe,Uganda,1,1,Friendly,Harare,Zimbabwe,FALSE
19820614,Brazil,Russia,2,1,FIFA World Cup,Seville,Spain,TRUE
19820614,Italy,Poland,0,0,FIFA World Cup,Vigo,Spain,TRUE
19820615,Hungary,El Salvador,10,1,FIFA World Cup,Elche,Spain,TRUE
19820615,Norway,Denmark,2,1,Nordic Championship,Oslo,Norway,FALSE
19820615,Peru,Cameroon,0,0,FIFA World Cup,La Coruna,Spain,TRUE
19820615,Scotland,New Zealand,5,2,FIFA World Cup,Malaga,Spain,TRUE
19820616,England,France,3,1,FIFA World Cup,Bilbao,Spain,TRUE
19820616,Germany,Algeria,1,2,FIFA World Cup,Gijon,Spain,TRUE
19820616,Spain,Honduras,1,1,FIFA World Cup,Valencia,Spain,FALSE
19820617,Chile,Austria,0,1,FIFA World Cup,Oviedo,Spain,TRUE
19820617,Czechoslovakia,Kuwait,1,1,FIFA World Cup,Valladolid,Spain,TRUE
19820617,Yugoslavia,Northern Ireland,0,0,FIFA World Cup,Zaragoza,Spain,TRUE
19820618,Argentina,Hungary,4,1,FIFA World Cup,Alicante,Spain,TRUE
19820618,Brazil,Scotland,4,1,FIFA World Cup,Seville,Spain,TRUE
19820618,Italy,Peru,1,1,FIFA World Cup,Vigo,Spain,TRUE
19820619,Belgium,El Salvador,1,0,FIFA World Cup,Elche,Spain,TRUE
19820619,Poland,Cameroon,0,0,FIFA World Cup,La Coruna,Spain,TRUE
19820619,Russia,New Zealand,3,0,FIFA World Cup,Malaga,Spain,TRUE
19820620,England,Czechoslovakia,2,0,FIFA World Cup,Bilbao,Spain,TRUE
19820620,Germany,Chile,4,1,FIFA World Cup,Gijon,Spain,TRUE
19820620,Spain,Yugoslavia,2,1,FIFA World Cup,Valencia,Spain,FALSE
19820621,Algeria,Austria,0,2,FIFA World Cup,Oviedo,Spain,TRUE
19820621,France,Kuwait,4,1,FIFA World Cup,Valladolid,Spain,TRUE
19820621,Honduras,Northern Ireland,1,1,FIFA World Cup,Zaragoza,Spain,TRUE
19820622,Belgium,Hungary,1,1,FIFA World Cup,Elche,Spain,TRUE
19820622,Poland,Peru,5,1,FIFA World Cup,La Coruna,Spain,TRUE
19820622,Russia,Scotland,2,2,FIFA World Cup,Malaga,Spain,TRUE
19820622,Tunisia,China,1,0,Friendly,Hammam Lif,Tunisia,FALSE
19820623,Argentina,El Salvador,2,0,FIFA World Cup,Alicante,Spain,TRUE
19820623,Brazil,New Zealand,4,0,FIFA World Cup,Seville,Spain,TRUE
19820623,Italy,Cameroon,1,1,FIFA World Cup,Vigo,Spain,TRUE
19820624,Algeria,Chile,3,2,FIFA World Cup,Oviedo,Spain,TRUE
19820624,France,Czechoslovakia,1,1,FIFA World Cup,Valladolid,Spain,TRUE
19820624,Honduras,Yugoslavia,0,1,FIFA World Cup,Zaragoza,Spain,TRUE
19820625,England,Kuwait,1,0,FIFA World Cup,Bilbao,Spain,TRUE
19820625,Germany,Austria,1,0,FIFA World Cup,Gijon,Spain,TRUE
19820625,Spain,Northern Ireland,0,1,FIFA World Cup,Valencia,Spain,FALSE
19820626,Tunisia,China,1,2,Friendly,Tunis,Tunisia,FALSE
19820627,Mozambique,Zimbabwe,1,1,Friendly,Maputo,Mozambique,FALSE
19820627,Trinidad and Tobago,Suriname,2,3,Friendly,Port of Spain,Trinidad and Tobago,FALSE
19820628,Austria,France,0,1,FIFA World Cup,Madrid,Spain,TRUE
19820628,Poland,Belgium,3,0,FIFA World Cup,Barcelona,Spain,TRUE
19820629,Germany,England,0,0,FIFA World Cup,Madrid,Spain,TRUE
19820629,Italy,Argentina,2,1,FIFA World Cup,Barcelona,Spain,TRUE
19820701,Austria,Northern Ireland,2,2,FIFA World Cup,Madrid,Spain,TRUE
19820701,Belgium,Russia,0,1,FIFA World Cup,Barcelona,Spain,TRUE
19820702,Argentina,Brazil,1,3,FIFA World Cup,Barcelona,Spain,TRUE
19820702,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,FALSE
19820704,France,Northern Ireland,4,1,FIFA World Cup,Madrid,Spain,TRUE
19820704,Poland,Russia,0,0,FIFA World Cup,Barcelona,Spain,TRUE
19820705,Italy,Brazil,3,2,FIFA World Cup,Barcelona,Spain,TRUE
19820705,Spain,England,0,0,FIFA World Cup,Madrid,Spain,FALSE
19820706,Malawi,Tanzania,0,1,Friendly,Blantyre,Malawi,FALSE
19820708,Germany,France,3,3,FIFA World Cup,Seville,Spain,TRUE
19820708,Malawi,Tanzania,2,0,Friendly,Lilongwe,Malawi,FALSE
19820708,Poland,Italy,0,2,FIFA World Cup,Barcelona,Spain,TRUE
19820710,Poland,France,3,2,FIFA World Cup,Alicante,Spain,TRUE
19820711,Finland,Iceland,3,2,Friendly,Helsinki,Finland,FALSE
19820711,Italy,Germany,3,1,FIFA World Cup,Madrid,Spain,TRUE
19820721,China,Hong Kong,2,0,Friendly,Beijing,China,FALSE
19820724,China,Morocco,3,3,Friendly,Beijing,China,FALSE
19820725,Hong Kong,Morocco,0,0,Friendly,Beijing,China,TRUE
19820725,Zimbabwe,Reunion,2,3,Friendly,Salisbury,Zimbabwe,FALSE
19820801,Faroe Islands,Iceland,1,4,Friendly,Torshavn,Faroe Islands,FALSE
19820802,Faroe Islands,Iceland,0,4,Friendly,Gota,Faroe Islands,FALSE
19820805,Malaysia,Indonesia,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
19820806,India,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
19820807,Singapore,Ghana,0,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
19820809,Ghana,India,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
19820809,Malaysia,Pakistan,4,1,Friendly,Dhaka,Bangladesh,TRUE
19820811,Denmark,Finland,3,2,Nordic Championship,Copenhagen,Denmark,FALSE
19820811,Indonesia,Senegal,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
19820811,Norway,Sweden,1,0,Nordic Championship,Oslo,Norway,FALSE
19820811,Thailand,Ghana,1,4,Merdeka Tournament,Kota Bharu,Malaysia,TRUE
19820812,Singapore,India,3,0,Merdeka Tournament,George Town,Malaysia,TRUE
19820813,Malaysia,Senegal,1,0,Merdeka Tournament,Kuantan,Malaysia,FALSE
19820814,Singapore,Thailand,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
19820820,Ghana,Senegal,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
19820829,Mauritius,Zimbabwe,2,0,Friendly,Saint-Pierre,Reunion,TRUE
19820830,Burundi,Rwanda,1,0,Friendly,Bujumbura,Burundi,FALSE
19820831,France,Poland,0,4,Friendly,Paris,France,FALSE
19820901,Iceland,Netherlands,1,1,UEFA Euro qualification,Reykjavik,Iceland,FALSE
19820901,Reunion,Zimbabwe,0,1,Friendly,Saint-Pierre,Reunion,FALSE
19820901,Romania,Denmark,1,0,Friendly,Bucharest,Romania,FALSE
19820905,Reunion,Mauritius,1,1,Friendly,Saint-Pierre,Reunion,FALSE
19820907,Switzerland,Bulgaria,3,2,Friendly,Sankt Gallen,Switzerland,FALSE
19820908,Finland,Poland,2,3,UEFA Euro qualification,Kuopio,Finland,FALSE
